Nome Attività,Categoria,Sito Web,Telefono,Indirizzo,Comune,Provincia,Email
Express Food Service Di Sergi Annamaria,Fast food restaurant,http://bit.ly/ExpressFoodSupersano,349 645 8289,Piazza Arcangelo Magli,Supersano,Lecce,
Pasticceria Caffetteria Tentazioni,Cafe,,380 125 5081,Piazza Margottini,Supersano,Lecce,
Ristorante Corte Pizzofalcone,Restaurant,,0833 632363,"Masseria Pizzofalcone, ss 476",Supersano,Lecce,
Vicio Pizzeria,Pizza restaurant,https://www.viciopizzeria.it/,333 369 1140,"Via Vittorio Emanuele, 324",Supersano,Lecce,
Pasticceria Caffetteria Tentazioni,Cafe,,380 125 5081,Piazza Margottini,Supersano,Lecce,
Farmacia dei Sani,Restaurant,http://www.farmaciadeisani.eu/,339 833 2514,"Piazza del Popolo, 14",Ruffano,Lecce,info@farmaciadeisani.eu
Bros' Trattoria,Italian restaurant,https://www.pellegrinobrothers.it/en/brostrattoria/,388 345 7101,Strada Provinciale,Supersano,Lecce,info@pellegrinobrothers.it
Le Stanzie,Restaurant,http://www.lestanzie.com/,0833 632438,SP362 Km 32.900 Supersano - Cutrofiano,Supersano,Lecce,info@lestanzie.com
Masseria Pizzofalcone,Hotel,http://www.masseriapizzofalcone.it/,327 797 1903,Contrada Masseria Pizzofalcone,Supersano,Lecce,
B&B SUPERSANO a KILOMETROZERO,Bed & breakfast,http://supersanoakilometrozero.com.es/,340 155 7104,Via Maggiore Galliano,Supersano,Lecce,
Express Food Service Di Sergi Annamaria,Fast food restaurant,http://bit.ly/ExpressFoodSupersano,349 645 8289,Piazza Arcangelo Magli,Supersano,Lecce,
Antiche Tradizioni Ristorante Braceria,Restaurant,,345 471 1652,"Via Vittorio Emanuele III, 17",Parabita,Lecce,
Heffort Ristorante Sport village,Sports complex,https://www.facebook.com/pg/heffortsportvillage/about/?ref=page_internal,0833 593044,"SP361 km 16,630",Parabita,Lecce,
Tenuta Yala,Farmstay,,348 252 4875,Contrada Yala,Parabita,Lecce,
LI Rrusti,Restaurant,,0833 594281,"Via Principe Umberto, 42",Parabita,Lecce,
Osteria lo sturno,Restaurant,,0833 593477,Via Immacolata,Parabita,Lecce,
Danilo Osteria Creativa,Restaurant,https://daniloosteriacreativa.it/,349 875 4865,"Via Basento, 13",Matino,Lecce,daniloromanochef@gmail.com
Il Contenitore ristorante,Restaurant,http://www.ilcontenitoreristorante.it/,338 840 2263,"Via dottor, Via Dr. Gaetano Cataldi, 5",Parabita,Lecce,
Nishiki,Sushi restaurant,http://www.nishikirestaurant.it/,388 301 2166,Piazza Cesare Terranova,Parabita,Lecce,info@nishikirestaurant.it
Agriturismo Cutura Agri Resort,Farmstay,,328 238 7397,VIa Provinciale Gallipoli,Parabita,Lecce,
Don gió,Italian restaurant,https://www.facebook.com/profile.php?id=61554789369343,353 375 6060,"Via Giovanni Vinci, 62",Parabita,Lecce,
Cotto & Mangiato - Parabita,Pizza restaurant,,0833 509536,"Via Impero, 121",Parabita,Lecce,
L'artigiano Della Pizza,Pizza restaurant,http://lartigianodellapizza.com/,347 255 8428,"Via John Kennedy, 1",Parabita,Lecce,
La Daderia,Restaurant,https://ladaderia-menu.my.canva.site/,388 818 9933,"Via Provinciale Matino, 31",Parabita,Lecce,
Antico Palazzo b&b,Bed & breakfast,https://antico-palazzo-bb.migliorhotel.top/,0833 509865,"Via Vittorio Emanuele III, 15",Parabita,Lecce,
Agriturismo Paradiso,Restaurant,http://www.agriturismo-paradiso.com/,392 660 1745,c\d pizziferro via,Pozzo Nuovo-Paradiso,Lecce,info@agriturismo-paradiso.com
Heffort restaurant,Pizza restaurant,,0833 593044,SP361,Parabita,Lecce,
Le Veneri,Restaurant,,0833 593218,"Via Coltura, 70",Parabita,Lecce,
Ristorante Pizzeria La Lanterna,Restaurant,https://ristorante-la-lanterna.guideditalia.top/,0833 594967,"Via Provinciale Collepasso, 30",Parabita,Lecce,
Danilo Osteria Creativa,Restaurant,https://daniloosteriacreativa.it/,349 875 4865,"Via Basento, 13",Matino,Lecce,daniloromanochef@gmail.com
Giardino delle Veneri,Mediterranean restaurant,http://www.giardinodelleveneri.it/,375 614 1151,"Via Coltura, 72",Parabita,Lecce,
SANTI BENATITTI - Pizza e Paternosci-,Pizza restaurant,https://www.instagram.com/santi.benatitti?igsh=YzJ6d29wZDR2eXNm&utm_source=qr,0833 193 8311,"Via Lucia la Greca, 1",Parabita,Lecce,
Enoteca Salentusole,Wine bar,http://www.salentusole.com/,328 224 5757,"Via Don Domenico Antonio Muia, 16",Parabita,Lecce,
Acrié Lifestyle,Night club,http://www.acrie.it/,373 732 1865,"Via Pio la Torre, 2",Parabita,Lecce,info@acrie.it
Greenwood,Bar,,347 738 4376,Via Niccolò Machiavelli,Matino,Lecce,
Pizzeria Express,Pizza takeaway,,0833 595646,"LE, Via Coltura, 31",Parabita,Lecce,
Giardino delle Veneri,Mediterranean restaurant,http://www.giardinodelleveneri.it/,375 614 1151,"Via Coltura, 72",Parabita,Lecce,
La Madre,Bistro,,347 826 3773,"Via Padre Serafino da Parabita, 1",Parabita,Lecce,
Caffetteria Baguetteria MAVE',Cafe,,0833 186 3203,"Via Impero, 146",Parabita,Lecce,
SANTI BENATITTI - Pizza e Paternosci-,Pizza restaurant,https://www.instagram.com/santi.benatitti?igsh=YzJ6d29wZDR2eXNm&utm_source=qr,0833 193 8311,"Via Lucia la Greca, 1",Parabita,Lecce,
Dolci Delizie Pasticceria,Pastry shop,,0833 509819,"Via Isonzo, 25",Parabita,Lecce,
Castello Angioino,Castle,https://www.comune.parabita.le.it/it/page/castelli,,"Via Lucia la Greca, 4",Parabita,Lecce,
Ego Cafè Parabita,Bar,,320 278 1497,"Via Provinciale Matino, 30g",Parabita,Lecce,
Agriturismo Santa Chiara,Farmstay,http://www.agriturismosantachiara.it/,388 602 0270,Via Parabita,Alezio,Lecce,info@website.com
L'Antico Forno,Bakery,,0833 593688,"Via Don Domenico Antonio Muia, 17",Parabita,Lecce,
Pizzeria Cristina,Pizza restaurant,https://www.pizzeriacristina.it/,340 547 1384,"Via Coltura, 51/59",Parabita,Lecce,maria.cristina.demarco@pec.it
Danilo Osteria Creativa,Restaurant,https://daniloosteriacreativa.it/,349 875 4865,"Via Basento, 13",Matino,Lecce,daniloromanochef@gmail.com
Fashion cafè,Bar,,329 855 7701,Via Dr. Luigi Ferrari,Parabita,Lecce,
Bar Marylè,Espresso bar,,0833 169 1413,"SS274, KM. 4",Gallipoli,Lecce,
Tenuta Rocci Cerasoli,Wellness hotel,https://tenutaroccicerasoli.it/,0833 17654,"Contrada Yala s, n.c",Parabita,Lecce,info@tenutaroccicerasoli.it
Tenuta La Fenice - Ristorante - Sala Ricevimenti,Restaurant,,347 650 5171,Contrada Prandico,Tuglie,Lecce,
Vinhà - Trattoria - Vineria - Sala Eventi,Restaurant,https://leggimenu.it/menu/vinha,329 469 2200,"Via Roma, 75",Matino,Lecce,
La Mattrha,Pasta shop,,0833 595586,"Via Francesco Ferruccio, 12",Parabita,Lecce,
La Porta Caffetteria,Espresso bar,,329 458 5203,"Via Coltura, 2",Parabita,Lecce,
I Due Trappeti,Restaurant,https://iduetrappetigalatina.it/,338 547 0876,"55F4+XV, Via Roma",Galatina,Lecce,
Polizia municipale,City or town hall,https://comune.parabita.le.it/it/point-of-interest/732380,0833 593109,"Via Dr. Luigi Ferrari, 1",Parabita,Lecce,info.comune.parabita@pec.rupar.puglia.it
Boucherie | Delizie del Palato,Restaurant,https://social.quandoo.com/en/groups/boucherie-delizie-del-palato-102473,0836 212617,"Corso Re D'Italia, 100",Galatina,Lecce,
Il Fienile,Restaurant,https://salentovip.it/listings/il-fienile/,392 037 8604,"Parcheggio, Piazza Raimondello Orsini, Piazza Toma G., 6",Galatina,Lecce,
Corte del Fuoco,Restaurant,http://www.ristorantecortedelfuoco.it/,0836 565858,"Piazzetta S. Lorenzo, 5",Galatina,Lecce,info@ristorantecortedelfuoco.it
Braceria,Restaurant,https://social.quandoo.com/en/groups/braceria-102471,389 144 6367,"Via Pietro Siciliani, 80",Galatina,Lecce,
Rosticceria Mordi & Fuggi,Restaurant,,392 679 4648,"Via Umberto I, 2",Galatina,Lecce,
L'Angolo del Gusto,Pizza restaurant,,320 406 3511,"Via di Soleto, 96",Galatina,Lecce,
i Macellai | Macelleria con cottura - Braceria - Paninoteca,Meat dish restaurant,https://bit.ly/i-macellai-galatina_MENU,0836 234553,"Piazza Toma G., 2",Galatina,Lecce,
Nonna Lilia Trattoria Tipica Salentina,Restaurant,https://www.nonnaliliatrattoria.it/,376 096 0356,"Via del Balzo, 34",Galatina,Lecce,
Incoho,Restaurant,http://www.incoho.it/,0836 562511,"Viale Jonio, 24",Galatina,Lecce,
Kalasole - Trattoria Moderna,Restaurant,https://kalasoletrattoriamoderna.it/,391 437 6276,"Piazza Alighieri, 79",Galatina,Lecce,
Ristorante La Conceria,Restaurant,http://www.laconceriaosteria.it/,392 212 5000,"Via Varese, 57",Galatina,Lecce,
Sor'alba | Paninoteca Birreria,Sandwich shop,http://www.soralba.it/,327 314 5795,"Corso Re D'Italia, 55",Galatina,Lecce,
Trattoria santa Caterina,Restaurant,,320 150 6461,"Via Raimondello Orsini, 8",Galatina,Lecce,
Il Gusto,Takeout restaurant,,380 506 6012,"Via Roma, 223",Galatina,Lecce,
Ai Calici,Restaurant,https://instagram.com/aicalici?igshid=3zc2nkponoya,0836 210067,"Piazza S. Pietro, 7",Galatina,Lecce,
Pizzamania | Rosticceria & Catering,Pizza restaurant,http://www.pizzamaniarosticceria.it/,0836 566787,"Piazza Alighieri, 67",Galatina,Lecce,
Sonora,Mexican restaurant,https://ristorantesonora.it/,0836 565694,"Via XX Settembre, 65",Galatina,Lecce,info@ristorantesonora.it
Il Covo della Taranta,Pizza restaurant,,393 565 9584,"Corso Garibaldi, 13",Galatina,Lecce,
Pizzicheria,Restaurant,https://www.facebook.com/Pizzicheria-1363420303785205/,0836 639699,"Piazza Alighieri, 60",Galatina,Lecce,
Stella del Mare Restaurant,Restaurant,http://www.stelladelmare1935.com/,340 482 0464,"Corso Principe di Piemonte, 19",Galatina,Lecce,stelladelmare.social@gmail.com
Pizzicheria,Restaurant,https://www.facebook.com/Pizzicheria-1363420303785205/,0836 639699,"Piazza Alighieri, 60",Galatina,Lecce,
Boucherie Artigiani del cibo,Restaurant,,0836 212617,"Corso Re D'Italia, 100",Galatina,Lecce,
Rosticceria Moscara,Pizza restaurant,,0836 563927,"Via Roma, 87",Galatina,Lecce,
Brusco | Bruschetteria Creativa,Restaurant,https://www.brusco-galatina.it/,389 533 1424,"Via Asti, 10",Galatina,Lecce,example@mail.com
Ristorante Matambre,Restaurant,http://www.ristorantematambre.com/,331 330 4500,"Via di Gallipoli, 10",Galatina,Lecce,matambre@libero.it
Trattoria santa Caterina,Restaurant,,320 150 6461,"Via Raimondello Orsini, 8",Galatina,Lecce,
Braceria Piccola,Restaurant,,,"Via Pietro Cavoti, 1",Galatina,Lecce,
Ai Calici,Restaurant,https://instagram.com/aicalici?igshid=3zc2nkponoya,0836 210067,"Piazza S. Pietro, 7",Galatina,Lecce,
Salumeria Di Turno,Restaurant,https://www.salumeriaditurno.it/,393 324 8516,"Via Giuseppe Lillo, 43",Galatina,Lecce,
Farmhouse La Campina De Don Paulu,Farmstay,https://www.facebook.com/AgriturismoLaCampina/,348 057 2580,Via Carlo Alberto dalla Chiesa,Galatina,Lecce,
Caffè della Basilica,Cafe,,320 071 0814,"Via Raimondello Orsini, 8",Galatina,Lecce,
PLANT 008...cigari coffee snack & drink..,Hamburger restaurant,https://www.facebook.com/plant008galatina/,0836 561365,"Via Del Ponte, 37",Galatina,Lecce,
Agriturismo Puntarelle,Farmstay,http://www.agriturismopuntarelle.it/,334 717 5547,"Contrada Chiusura Grande, Strada Provinciale 362, km 10",Galatina,Lecce,info@agriturismopuntarelle.it
Spranto,Pub,https://linktr.ee/sprantobirraecucina,0836 210177,"Viale Santa Caterina Novella, 101",Galatina,Lecce,
Artigiana Cucina Tipica Salentina...pasta fresca...servizio buffet,Restaurant,,0836 565355,"Via di Gallipoli, 157",Galatina,Lecce,
Zona Franca Pub,Pizza restaurant,,0836 563920,"Via S. Rocco, 13",Galatina,Lecce,
Tenuta Santu Vitu,Restaurant,,329 351 2399,Strada Comunale S. Vito,Galatina,Lecce,
Zona Franca B&B,Bed & breakfast,,0836 563920,"Via S. Rocco, 3",Galatina,Lecce,
Le Casine sull'Asso Trattoria,Restaurant,,349 846 4153,strada vicinale Spina,Galatina,Lecce,
Impastello,Pizza restaurant,https://www.apptickets.net/impastello,327 352 2590,"Via Roma, 55",Galatina,Lecce,
Il Rusticone,Pizza takeaway,,348 362 3988,"Via Papa Giovanni XXIII, 9",Galatina,Lecce,
Dinastya sushi di Galatina,Sushi restaurant,http://galatina.dinastyadi.com/,0836 315477,"IT Lecce 73013, Via Dante Alighieri, 19",Galatina,Lecce,
Binario 73,Pizza restaurant,https://social.quandoo.com/en/groups/binario-73-104428,375 859 3851,"Via Albanese, 73",Galatina,Lecce,
"Ristorante ""Orto e Cucina"" Puntarelle",Restaurant,http://www.agriturismopuntarelle.it/,334 717 5547,SP 362 Km 10,Galatina,Lecce,info@agriturismopuntarelle.it
Il Portico,Pizza restaurant,,388 794 6364,"Via Liguria, 14 bis",Galatina,Lecce,
LA GAZZETTA DEL MEZZOGIORNO,Restaurant,,,"Via Roma, 71",Galatina,Lecce,
Peperino,Restaurant,https://peperinogalatina.it/,329 688 4965,"Via Vittorio Emanuele II, 31",Galatina,Lecce,
La Torre | Pizzeria con Forno a Legna,Pizza takeaway,http://www.pizzerialatorregalatina.it/,0836 210929,"Via Filippo Corridoni, 4",Galatina,Lecce,info@pizzerialatorregalatina.it
Keys Bar,Espresso bar,http://keysbargalatina.it/,333 686 8076,"Piazza S. Pietro, 4",Galatina,Lecce,
Dentó Sushi,Sushi takeaway,,,"Via Pietro Cavoti, 2",Galatina,Lecce,
Rostipizza,Pizza takeaway,,368 741 3741,"Corso M. d'Enghien, 43",Galatina,Lecce,
Pantagruel Galatina,Caterer,,329 190 3913,"Via Liguria, 66",Galatina,Lecce,
Punjab Kebaberia,Doner kebab restaurant,,349 793 9486,"Via XX Settembre, 57",Galatina,Lecce,
Il Rosticciere,Pizza takeaway,,389 103 8778,"Corso Armando Diaz, 1",Galatina,Lecce,
Just Pokè,Poke bar,https://www.leggimenu.it/menu/justpokegalatina,328 223 3496,"Via Vittorio Emanuele II, 13",Galatina,Lecce,
Al Posticino | Birra & Spiriti,Cocktail bar,https://www.facebook.com/alposticinogalatina/,320 607 2720,"Corso Garibaldi, 4",Galatina,Lecce,
Yogorino,Creperie,,328 005 8602,"Piazza Alighieri, 98",Galatina,Lecce,
Pizzeria Bella Zio,Pizza restaurant,,389 474 0418,"Via Pistoia, 20",Galatina,Lecce,
I Sapori Pizzeria,Pizza restaurant,,328 933 5627,"Via di Soleto, 187",Galatina,Lecce,
Masseria Latronica,Dairy,https://www.masserialatronica.com/,338 881 7764,Str. Vicinale Due Trappeti,Galatina,Lecce,masseria.latronica@hotmail.it
Polizia Locale,Traffic officer,,0836 566514,"Via Vittorio Emanuele, 22",Galatina,Lecce,
Hotel Villa Elisabetta,Hotel,https://www.villaelisabetta.it/,347 673 3299,"Str. Vicinale Due Trappeti, sn",Galatina,Lecce,
Il Ghiottone,Pizza takeaway,,0836 211619,"Largo Tevere, 24",Galatina,Lecce,
Basilico pizza&food,Pizza takeaway,http://www.basilicopizzaefood.it/,339 522 5586,"Via Corigliano, 14",Galatina,Lecce,
Pescheria Stella del Mare,Fish store,https://www.stelladelmare1935.com/,0836 561521,Via Principessa Jolanda,Galatina,Lecce,stelladelmare.social@gmail.com
Palazzo Baffa,Bed & breakfast,https://palazzo-baffa.touritaliani.top/,351 816 0426,"Corso M. d'Enghien, 103",Galatina,Lecce,
American Coffee Bar di Palmieri Fedele Antonio,Bar,,,"Piazza Fortunato Cesari, 2/b",Galatina,Lecce,
Tana del Lupo,Restaurant,,339 684 1750,"LE, Via del Balzo, 26",Galatina,Lecce,
Anima e Cuore,Italian restaurant,https://www.animaecuore.it/,0836 564301,"Corso Garibaldi, 7",Galatina,Lecce,info@animaecuore.it
Kali kebab,Fast food restaurant,,0836 190 2030,"Piazza Alighieri, 94",Galatina,Lecce,
La Focacceria degli Orsini,Restaurant,,320 349 8471,"Via Raimondello Orsini, 7",Galatina,Lecce,
Don Vincenzo Ricevimenti,Restaurant,https://instagram.com/donvincenzo.ricevimenti?igshid=NzZlODBkYWE4Ng==,320 414 2870,Via Comunale Sirgole,Noha,Lecce,
Trattoria sapori del salento,Restaurant,,320 150 6461,"Via Orsini, 8",Galatina,Lecce,
Biscó,Pizza restaurant,https://www.digitavolo.com/bisco,327 816 7994,"Via IV Novembre, 61",Melendugno,Lecce,info@digitavolo.com
Al Filo d'Olio,Restaurant,,371 631 4402,"Corso Cavour, 2",Melendugno,Lecce,
L'angolo del pastore,Restaurant,,328 413 4180,"Via S. Giovanni, 46",Melendugno,Lecce,
La Fenice Home Restaurant,Restaurant,,339 457 7847,"Via Niccolò Copernico, 27",Melendugno,Lecce,
Trattoria Concepita,Seafood restaurant,,339 166 1400,"Piazza Fiume, 12",Melendugno,Lecce,
Alelù Braceria Salentina,Brasserie,,320 901 8123,"Via S. Giovanni, 39 /B",Melendugno,Lecce,
La Bottega,Restaurant,,389 445 6732,"Via Rocca, 22",Melendugno,Lecce,
Al 76 da michele PIZZERIA.BRACERIA.RISTORANTE,Pizza restaurant,https://social.quandoo.com/en/groups/al-76-101569,380 892 3065,"Piazza Sandro Pertini, 37",Melendugno,Lecce,
Modo Bar & Kitchen,Restaurant,,366 193 5335,Piazza Salvo D'Acquisto,Torre dell'Orso,Lecce,
Clinica del Gusto,Bistro,https://clinicadelgusto.it/,342 190 2875,"Piazza S. Pietro, 22",Galatina,Lecce,
Ristorante @ Hotel Hermitage,Restaurant,,,"Strada Provinciale 362, Km 18",Galatina,Lecce,
Ristoro Agriturismo Carleo,Restaurant,,349 464 1517,SP Melendugno - San Foca km 2,Melendugno,Lecce,
Mercato Del Pesce,Seafood restaurant,https://www.facebook.com/mercatodelpescetorredellorso/,328 401 1854,"Via Filippo Turati, 16",Torre dell'Orso,Lecce,
Il Vecchio Molo,Seafood restaurant,https://salentovip.it/listings/il-vecchio-molo/,348 297 6572,"Piazza del Popolo, 4",San Foca,Lecce,
Mamba grill and sound,Chophouse restaurant,https://social.quandoo.com/en/groups/mamba-grill-and-sound-101743,388 983 3129,via del commercio 5/7 zona industriale,Borgagne,Lecce,
PIZZ'EVIA,Pizza restaurant,http://leggimenu.it/menu/7psk1e2o74,380 745 4870,"Via Giuseppe Mazzini, 41",Melendugno,Lecce,
Ristorante La Lanterna San Foca,Restaurant,http://lalanternadisanfoca.it/,348 934 6937,Via Indipendenza,San Foca,Lecce,lalanternadisanfoca@libero.it
Corte Manzoni,Pizza restaurant,,329 706 4799,"Via Alessandro Manzoni, 10",Melendugno,Lecce,
Trattoria Nonno Pici,Restaurant,http://www.trattorianonnopici.it/,0832 407494,"Via del Fossato, 4",Acaya,Lecce,
Il Vizio del Barone,Italian restaurant,http://www.ilviziodelbarone.net/,338 764 6100,"Via Martano, 127",Caprarica di Lecce,Lecce,info@ilviziodelbarone.net
Lua Nova,Pizza restaurant,,334 169 8269,"Corso Cavour, 67",Melendugno,Lecce,
Masseria Baronali,Restaurant,https://www.baronali.it/,338 663 7116,MasseriaBorgagne,Melendugno,Lecce,info@baronali.it
Vergari Ristoratori 1966,Restaurant,,392 744 1432,"Lungomare Giacomo Matteotti, 35",San Foca,Lecce,
Poke Lab,Restaurant,,380 905 8909,"Via Olimpiadi, 33",Melendugno,Lecce,
Agriturismo Masseria del Bosco di Makyva srl,Farmstay,https://www.masseriadelbosco.com/,339 484 9394,"Bosco Coppola, Strada Comunale",Borgagne,Lecce,info@masseriadelbosco.com
Babilonia,Bar,http://www.facebook.com/babiloniasalento,0832 841099,Via del Porticciolo,Torre Sant'Andrea,Lecce,
L'approdo Ristorante di Pesce - San Foca,Restaurant,http://www.lapprodosanfoca.it/,389 616 0771,"Piazza Fiume, 8",San Foca,Lecce,approdosanfoca17@libero.it
BIG MAMA,Restaurant,,329 455 3688,"Via Edmondo de Amicis, 48",Borgagne,Lecce,
Trattoria Filippu e Panaru,Restaurant,http://www.trattoriafilippuepanaru.it/,0832 873453,"Via Costantini, 66",Calimera,Lecce,
Macelleria Braceria Greco,Restaurant,https://macelleriabraceriagreco.com/,327 578 1680,Via Spalato,San Foca,Lecce,
La Bodeguita,Pizza restaurant,https://www.labodeguitacalimera.com/,0832 873045,"Via Costantinopoli, 35",Calimera,Lecce,erminia.tommasi34@gmail.com
Il Cucinatore di Scalilla,Restaurant,http://www.scalilla.it/,345 419 3479,SP145,Melendugno,Lecce,
Friggitoria Salento Fried Food,Restaurant,,380 200 8052,Via Campo Sportivo,Melendugno,Lecce,
Soul Food,Restaurant,,328 607 2935,"V. Matteotti, 13",Torre dell'Orso,Lecce,
Don Fausto - cucina e passione,Restaurant,https://don-fausto.eatbu.com/?lang=it,0832 882997,"Via A. Doria, 10",Vernole,Lecce,
BELLOCO LOUNGE BAR,Bar,,320 785 0093,"Via Fratelli Longo, 2A",Melendugno,Lecce,
Tenuta Don Giovanni,Farmstay,http://www.tenutadongiovanni.net/,376 159 3520,Strada Provinciale Melendugno San Foca km 0,Melendugno,Lecce,agriturismotenutadongiovanni@gmail.com
Hotel Alba Chiara Ristorante Sant'Andrea,Hotel,https://www.hotelalbachiara.eu/,340 502 4958,"Via Lungomare Matteotti, 10",Sant'Andrea,Lecce,info@hotelalbachiara.eu
La Terrazza di Romano | Specialità di Mare,Seafood restaurant,https://www.romanohotel.com/ristorante-san-foca/,0832 881005,Via Lungomare Matteotti,San Foca,Lecce,info@romanohotel.com
Gusto...si bio e gluten free,Organic food store,,371 453 0475,"Piazza Risorgimento, 52",Melendugno,Lecce,
PiperNext,Espresso bar,,388 258 6372,Via Fratelli Longo angolo via Mazzini,Melendugno,Lecce,
Mercato Santamaria,Pizza restaurant,,380 125 3696,"Corso Cavour, 1",Melendugno,Lecce,
"Centro Bar, Caffettiera Pertini",Pastry shop,,377 596 3218,"Piazza Sandro Pertini, 10",Melendugno,Lecce,
Garaci Collettivi,Beer hall,,,"Via Bari, 6-2",Melendugno,Lecce,
La Chiacchieretta,Restaurant,http://www.lachiacchieretta.it/,340 063 7574,"Piazza Vittorio Veneto, 4",Struda,Lecce,ciao@lachiacchieretta.it
Birra Artigianale Bearbante Salentina,Brewpub,http://tenutarocanuova.com/,329 422 9434,"SP297, KM 5.500",Melendugno,Lecce,info@tenutarocanuova.it
Arti Farina,Pizza takeaway,,,Via Salvatore Petrachi,Melendugno,Lecce,
Juicy Lucy #burgerbar&bbq,Bar & grill,http://www.juicylucy.it/,328 831 3363,Via Dante Alighieri,Calimera,Lecce,
Trattoria Messapica,Seafood restaurant,,347 126 6625,"6 Piazza Del Popolo San Foca, Melendugno",Melendugno,Lecce,
Torre Canfore AGRITURISMO,Restaurant,,339 607 0113,"km 4, SP147, Borgagne, Carpignano Salentino",Martano,Lecce,
Agriturismo Malapezza,Farmstay,https://www.agriturismomalapezza.it/,0832 811402,"Provinciale, Via Sant'Andrea",Borgagne,Lecce,info@agriturismomalapezza.it
Tenuta Roca Nuova | Società Agricola,Olive oil manufacturer,http://www.tenutarocanuova.com/,329 422 9434,"SP297, KM 5.500",Melendugno,Lecce,info@tenutarocanuova.it
Osteria Mesciu Chiapparu,Italian restaurant,,327 664 1853,"Piazza Borgo S. Antonio, 28",Melendugno,Lecce,
Ristorante Lilith,Restaurant,http://www.ristorantelilith.it/,393 996 2150,Provinciale Strudà,Vanze,Lecce,info@ristorantelilith.it
Poesia Restaurant and Bar,Restaurant,https://m.facebook.com/poesiarestaurantandbar/,347 457 6469,"Piazza del Mare, Via Isonzo, 3",Roca,Lecce,
Le Due Sorelle cucina di mare,Seafood restaurant,https://instagram.com/leduesorellesea?utm_medium=copy_link,393 866 7657,"Piazza Salvo D'Acquisto, 3",Torre dell'Orso,Lecce,
Capitan Morgan,Seafood restaurant,,339 210 0637,Via Lungomare Matteotti,San Foca,Lecce,
RistoBar-B-Q,Barbecue restaurant,https://www.barbqsalento.it/,379 160 9729,Piazza della Luna,Torre dell'Orso,Lecce,info@barbqsalento.it
Bistrò 6.3,Fish restaurant,,333 716 7046,"Piazza Salvo D'Acquisto, 7",Torre dell'Orso,Lecce,
IVIZIDEGLIDEI Fast food,Fast food restaurant,http://facebook.com/ivizidimelendugno,327 813 3866,"Via Roca, 59",Melendugno,Lecce,
Masseria Taccone - Country House,Farmstay,,393 874 6951,SP297,Melendugno,Lecce,
Ristorante Pizzeria La Tana Del Lupo Di De Carlo Giuseppe,Restaurant,,327 009 2173,"Via Solano Li Belli, 15",Lequile,Lecce,
Andrea's - Mediterranean Food Experience...Ristorante,Mediterranean restaurant,,0832 304286,"SP48, 6 - Provinciale Martano",Otranto,Lecce,
Lido San Basilio,Lido,http://www.sanbasiliolido.it/,0832 177 8281,"Sp 366 km 12, Meledugno LE IT",San Foca,Lecce,info@sanbasiliolido.it
Le Querce,Italian restaurant,,338 872 1839,"Via Calabria, 16",Lequile,Lecce,
Ristorante pizzeria da Lino.,Pizza restaurant,,333 390 2139,"Via S. Basilio, 39",Lequile,Lecce,
SalentOsteria,Restaurant,https://salentosteria.it/,366 281 4141,Via Naxos,Torre dell'Orso,Lecce,info@salentosteria.it
L'Oca Fifì,Restaurant,https://www.locafifi.it/,328 036 1679,"Via Lecce, 69",Lequile,Lecce,fratellilezzi3@gmail.com
Anima trattoria - pizzeria,Diner,https://www.animatrattoriapizzerialequile.it/,380 759 5411,"Largo Castello, 3",Lequile,Lecce,
Rokamel,Lido,http://www.rokamel.com/,328 369 5100,SP366,Roca,Lecce,
L'antica guglia,Pizza restaurant,https://lantica-guglia.eatbu.com/?lang=it,389 698 4992,Largo S. Vito,Lequile,Lecce,
Agriturismo Arangea,Bed & breakfast,http://www.arangea.it/,347 426 6522,"Via Vecchia Lecce - Copertino, 20",Lequile,Lecce,info@arangea.it
Ristorante Cantina Don Carlo - San Pietro in Lama,Restaurant,https://cantina-don-carlo.eatbu.com/?lang=en,0832 263299,"Via Sant'Antonio, 10",San Pietro in Lama,Lecce,
Radici Gastronomia Lequile,Deli,,339 183 8112,"Via Trieste, 123",Lequile,Lecce,
Tra due Fuochi - Home restaurant solo su prenotazione,Restaurant,https://www.traduefuochi.com/,392 852 4797,Via Solano Li Belli,Lequile,Lecce,traduefuochi@gmail.com
La Putea Te Lu Giovanni,Restaurant,,0832 631694,"Via L. da Vinci, 54",Lequile,Lecce,
Convivio,Pizza restaurant,https://www.menudigitale.io/gbved,0832 169 4749,"Via IV Novembre, 29",Lequile,Lecce,
Casina dei Basiliani,Restaurant,,338 674 2640,"Via Vecchia Lecce - Copertino, 16",Lecce,Lecce,
Lo Spicchio,Pizza restaurant,,333 723 9453,Via S. Pietro in Lama,Lequile,Lecce,
Tenuta Caradonna,Hotel,http://www.tenutacaradonna.com/,0832 639108,"SS101, Km 9",Lequile,Lecce,info@tenutacaradonna.com
Pizzeria,Restaurant,,,"Via S. Pietro, 1",Lecce,Lecce,
Ristorante Pizzeria Braceria Il Gusto Giusto,Restaurant,https://mymenuweb.com/fr/restaurants/970182/?utm_source=google_profile&utm_medium=google_profile&utm_campaign=admin,388 631 1172,"Via Osanna, 33",Lequile,Lecce,info@domain.com
Biba Gastronomia,Restaurant,,,"Via S. Pietro in Lama, 12",Lequile,Lecce,
BeerBacco,Restaurant,https://www.facebook.com/BeerBacco-1431810470436382/,320 979 4166,"Largo S. Vito, 25",Lequile,Lecce,
